DeveloperStatus,Age,EdLevel,Employment,WorkExp,WorkExpLevel,YearsCode,YearOfCodingLevel,DevType,OrgSize,OrgSizeCategory,Industry,AIThreat,Career,Country,LanguageHaveWorkedWith,LanguageWantToWorkWith,LanguageAdmired,LanguageCount,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,DatabaseAdmired,DatabaseCount,PlatformHaveWorkedWith,PlatformWantToWorkWith,PlatformAdmired,PlatformCount,WebframeHaveWorkedWith,WebframeWantToWorkWith,WebframeAdmired,WebframeCount,DevEnvsHaveWorkedWith,DevEnvsWantToWorkWith,DevEnvsAdmired,DevEnvsCount,AIModelsHaveWorkedWith,AIModelsWantToWorkWith,AIModelsAdmired,AIModelsCount,AIUsageScale,AIWorkflowSentiment,AIAccuracyTrust,AIComplex,AIToolCurrentlyUseFor,PartialAITaskCount,AIToolDontPlanToUseFor,NoAITaskCount,AIToolPlanToPartiallyUseFor,PlannedPartialAITaskCount,AIToolPlanToMostlyUseFor,PlannedMostlyAITaskCount,AIAgents,AIAgentChange,ConvertedCompYearly,JobSat,,
Non-Developer (Support/Occasional),18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,1,Entry,4,Mid,Student,Unknown,Unknown,Unknown,No,No Career Change,India,C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL,C#;C++;Kotlin;Python;SQL,C#;C++;Python;SQL,9,Microsoft SQL Server;MySQL;Oracle,Cassandra;Microsoft SQL Server;MySQL;Supabase,Microsoft SQL Server;MySQL,5,Firebase;Netlify,Amazon Web Services (AWS);Digital Ocean;Docker;Firebase;Kubernetes;Netlify,Firebase;Netlify,6,Django;Flask;Node.js,Node.js,Node.js,3,Android Studio;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Lovable.dev;PyCharm;Visual Studio;Visual Studio Code,Android Studio;Cursor;Jupyter Notebook/JupyterLab;Lovable.dev;Visual Studio;Visual Studio Code;Windsurf,Android Studio;Jupyter Notebook/JupyterLab;Lovable.dev;Visual Studio;Visual Studio Code,9,Gemini (Flash general purpose models);openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);Gemini (Pro Reasoning models);Meta Llama (all models);openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models;Perplexity Sonar models;X Grok models,Gemini (Flash general purpose models);openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models,9,4,Favorable,Somewhat trust,Neither good nor bad,Writing code,1,Deployment and monitoring;Predictive analytics,2,Project planning;Debugging or fixing code;Committing and reviewing code;Generating content or synthetic data,4,Learning about a codebase;Documenting code;Testing code;Creating or maintaining documentation;Learning new concepts or technologies,5,"Yes, Monthly/Infrequent","Yes, somewhat",75410,8,,
Professional Developer,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1,Entry,5,Mid,"Developer, full-stack",20 to 99 employees,Small,Software Development,No,Strong Interest in Changing,India,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;Python;SQL,Bash/Shell (all shells);Go;HTML/CSS;Python,Bash/Shell (all shells);HTML/CSS;Python,7,Elasticsearch;MySQL;Redis;Valkey,Elasticsearch;MySQL;Redis;Valkey,Elasticsearch;MySQL;Redis;Valkey,4,Amazon Web Services (AWS);APT;Docker;Gradle;Prometheus,Amazon Web Services (AWS);Ansible;APT;Docker;Kubernetes;Prometheus;Terraform,Amazon Web Services (AWS);APT;Docker;Prometheus,8,FastAPI;React,FastAPI;React,FastAPI;React,2,Cursor;Visual Studio Code,Visual Studio Code,Visual Studio Code,2,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);openAI GPT (chatbot models);openAI Reasoning models,Anthropic: Claude Sonnet;openAI GPT (chatbot models);openAI Reasoning models,Anthropic: Claude Sonnet;openAI GPT (chatbot models);openAI Reasoning models,4,5,Favorable,Somewhat trust,"Good, but not great ",Writing code;Debugging or fixing code;Deployment and monitoring,3,Learning new concepts or technologies,1,Project planning;Predictive analytics,2,Learning about a codebase;Testing code;Committing and reviewing code,3,"No, only Copilot Mode","Yes, somewhat",4185,7,,
Professional Developer,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9,Mid,10,Senior,"Developer, back-end","10,000 or more employees",Very Large,Software Development,No,No Career Change,Sri Lanka,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,1,Unknown,1,Unknown,1,Unknown,Unknown,75410,10,,
Professional Developer,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2,Entry,10,Senior,AI/ML engineer,"1,000 to 4,999 employees",Large,Energy,No,Career Change – Voluntary,New Zealand,Bash/Shell (all shells);Lua;Python,C;Lua;Python;Rust,Lua;Python,5,Unknown,Unknown,Unknown,1,Microsoft Azure;Pip,Pip,Pip,2,Unknown,Unknown,Unknown,1,Nano;Neovim;Vim,Neovim,Neovim,3,Unknown,Unknown,Unknown,1,1,Very unfavorable,Highly distrust,Very poor at complex tasks,Generating content or synthetic data,1,Learning about a codebase;Project planning;Writing code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Creating or maintaining documentation;Learning new concepts or technologies,11,Documenting code,1,Unknown,1,"Yes, Weekly",Not at all or minimally,75410,7,,
Professional Developer,65 years or older,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Not employed,45,Senior,30,Senior,"Developer, full-stack",Unknown,Unknown,Unknown,Yes,No Career Change,United States of America,C#;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;JavaScript;SQL,4,Microsoft SQL Server,Microsoft SQL Server,Microsoft SQL Server,1,Unknown,Unknown,Unknown,1,ASP.NET Core;Blazor;jQuery,ASP.NET Core;Blazor;jQuery,ASP.NET Core;Blazor;jQuery,3,Visual Studio,Visual Studio,Visual Studio,1,Unknown,Unknown,Unknown,1,5,Indifferent,Neither trust nor distrust,Neither good nor bad,Testing code;Search for answers,2,Predictive analytics,1,Project planning;Writing code;Debugging or fixing code;Learning new concepts or technologies,4,Learning about a codebase;Documenting code;Committing and reviewing code;Deployment and monitoring;Generating content or synthetic data;Creating or maintaining documentation,6,"No, Planning Soon","No, but my development work has significantly changed due to non-AI factors",157000,5,,
Professional Developer,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25,Senior,35,Senior,"Developer, desktop or enterprise applications","10,000 or more employees",Very Large,Software Development,I'm not sure,No Career Change,United States of America,Bash/Shell (all shells);C;C++;Dart;Go;Python,Bash/Shell (all shells);C;C++;Dart;PowerShell;Python,Bash/Shell (all shells);C;C++;Dart;Python,7,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Nano;Sublime Text;Visual Studio;Visual Studio Code;Xcode,Nano;Sublime Text;Visual Studio;Visual Studio Code,Nano;Sublime Text;Visual Studio;Visual Studio Code,5,Unknown,Unknown,Unknown,1,1,Very unfavorable,Highly distrust,I don’t use AI / Don’t know,Unknown,1,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies,13,Unknown,1,Unknown,1,"Yes, Monthly/Infrequent",Not at all or minimally,75410,9,,
Professional Developer,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12,Senior,12,Senior,"Developer, back-end",100 to 499 employees,Medium,Software Development,I'm not sure,No Career Change,United States of America,Bash/Shell (all shells);Python;Ruby;Rust;SQL,Unknown,Unknown,6,DuckDB;Elasticsearch;PostgreSQL;Redis;Snowflake,Clickhouse,Unknown,7,Amazon Web Services (AWS);APT;Cargo;Cloudflare;Docker;Heroku;Homebrew;Kubernetes;Make;Pip;Poetry;Prometheus;Terraform,Unknown,Unknown,14,FastAPI;Ruby on Rails;Axum,Unknown,Unknown,4,Jupyter Notebook/JupyterLab;Neovim;Visual Studio Code;Zed,Unknown,Unknown,5,Anthropic: Claude Sonnet,Unknown,Unknown,2,5,Indifferent,Somewhat distrust,Bad at complex tasks,Unknown,1,Learning about a codebase;Project planning;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data,6,Writing code;Documenting code;Debugging or fixing code;Testing code;Search for answers;Creating or maintaining documentation;Learning new concepts or technologies,7,Unknown,1,"Yes, Weekly","Yes, somewhat",260000,9,,
Professional Developer,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12,Senior,4,Mid,"Developer, full-stack","1,000 to 4,999 employees",Large,Software Development,No,Mild Interest in Changing,Australia,HTML/CSS;Java;Python;SQL;TypeScript,HTML/CSS;Java;JavaScript;SQL;TypeScript,HTML/CSS;Java;SQL;TypeScript,6,PostgreSQL;Redis,PostgreSQL;Redis,PostgreSQL;Redis,2,Heroku;Maven (build tool);npm;Pip;pnpm;Splunk;Vite;Yarn,Heroku;Maven (build tool);npm;Pip;pnpm;Vite;Yarn,Heroku;Maven (build tool);npm;Pip;pnpm;Vite;Yarn,8,FastAPI;Spring Boot;Vue.js,FastAPI;Spring Boot;Vue.js,FastAPI;Spring Boot;Vue.js,3,IntelliJ IDEA;PyCharm,IntelliJ IDEA;PyCharm,IntelliJ IDEA;PyCharm,2,Unknown,Unknown,Unknown,1,3,Favorable,Somewhat distrust,Bad at complex tasks,Unknown,1,Learning about a codebase;Project planning;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Creating or maintaining documentation,8,Writing code;Documenting code;Search for answers;Generating content or synthetic data;Learning new concepts or technologies,5,Unknown,1,"No, no Plans",Not at all or minimally,75410,7,,
Emerging Developer,25-34 years old,Some college/university study without earning a degree,Not employed,11,Senior,6,Mid,"Developer, back-end",Unknown,Unknown,Unknown,No,Strong Interest in Changing,Bangladesh,JavaScript;Rust;TypeScript,Rust;TypeScript,Rust;TypeScript,3,MongoDB;PostgreSQL,MongoDB;PostgreSQL,MongoDB;PostgreSQL,2,Cargo;npm;pnpm;Vite;Yarn,Cargo;pnpm,Cargo;pnpm,5,Node.js,Unknown,Unknown,2,Visual Studio Code;VSCodium,Visual Studio Code,Visual Studio Code,2,Unknown,Unknown,Unknown,1,3,Favorable,Highly distrust,Neither good nor bad,Unknown,1,Writing code,1,Unknown,1,Unknown,1,"No, no Plans",Not at all or minimally,75410,8,,
Non-Developer (Support/Occasional),45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25,Senior,10,Senior,Unknown,"5,000 to 9,999 employees",Very Large,Unknown,No,No Career Change,Australia,Bash/Shell (all shells);Python,Bash/Shell (all shells);MicroPython;Python,Bash/Shell (all shells);Python,3,Unknown,Unknown,Unknown,1,Cloudflare;Docker;Make,Cloudflare;Docker;Make,Cloudflare;Docker;Make,3,WordPress,WordPress,WordPress,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,1,Unknown,1,Unknown,1,Unknown,Unknown,110516,8,,
Professional Developer,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,Mid,10,Senior,"Architect, software or solutions",Less than 20 employees,Micro,Software Development,No,No Career Change,Bangladesh,Go;JavaScript;Kotlin;PHP,Go;Kotlin,Go;Kotlin,4,MongoDB;MySQL;PostgreSQL,Cassandra;Elasticsearch;MongoDB;PostgreSQL,MongoDB;PostgreSQL,5,APT;Composer;Docker;Gradle;Kubernetes;npm;Pacman,Docker;Gradle;Kubernetes,Docker;Gradle;Kubernetes,7,Laravel;Next.js;Node.js;React;Spring Boot;Symfony;Vue.js,Node.js;Spring Boot,Node.js;Spring Boot,7,IntelliJ IDEA;PhpStorm;Visual Studio Code;WebStorm,IntelliJ IDEA,IntelliJ IDEA,4,Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);openAI GPT (chatbot models),Unknown,Unknown,4,5,Favorable,Neither trust nor distrust,Bad at complex tasks,Learning about a codebase;Project planning;Writing code;Testing code;Generating content or synthetic data;Learning new concepts or technologies,6,Other (write in):,1,Committing and reviewing code;Deployment and monitoring;Creating or maintaining documentation,3,Documenting code;Debugging or fixing code;Search for answers,3,"No, no Plans","Yes, somewhat",21273,7,,
Non-Developer (Support/Occasional),35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18,Senior,10,Senior,Engineering manager,"1,000 to 4,999 employees",Large,Computer Systems Design and Services,No,No Career Change,Germany,HTML/CSS;Java;JavaScript;Lua;MATLAB;PHP;PowerShell;Python;Rust,Rust,Rust,9,InfluxDB;MariaDB;Redis;Valkey,MariaDB;PostgreSQL;Redis;Valkey,MariaDB;Redis;Valkey,5,Cargo;Docker;npm;Pacman;Pip;Podman;Poetry,Cargo;Pacman;Podman,Cargo;Pacman;Podman,7,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,1,Very unfavorable,Highly distrust,I don’t use AI / Don’t know,Unknown,1,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies;Other (write in):,14,Unknown,1,Unknown,1,"No, no Plans",Not at all or minimally,75410,8,,
Professional Developer,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,7,Mid,9,Senior,"Developer, back-end",100 to 499 employees,Medium,Software Development,No,Strong Interest in Changing,Australia,C#;Go;Rust;Swift,Unknown,Unknown,5,Microsoft SQL Server,SQLite,Unknown,3,Cloudflare;Digital Ocean;Docker;Kubernetes;Prometheus;Vercel,Unknown,Unknown,7,ASP.NET Core;Next.js;React;Svelte,Unknown,Unknown,5,Rider;RustRover;Vim;Visual Studio;Visual Studio Code;WebStorm;Xcode,Unknown,Unknown,8,Unknown,Unknown,Unknown,1,1,Indifferent,Somewhat distrust,Very poor at complex tasks,Unknown,1,Learning about a codebase;Project planning;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Creating or maintaining documentation;Learning new concepts or technologies,7,Writing code;Documenting code;Debugging or fixing code;Testing code;Search for answers;Generating content or synthetic data,6,Unknown,1,"No, no Plans",Not at all or minimally,98977,6,,
Non-Developer (Support/Occasional),65 years or older,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Freelancer,68,Senior,68,Senior,System administrator,20 to 99 employees,Small,"Transportation, or Supply Chain",No,No Career Change,Mexico,GDScript;JavaScript;SQL;VBA,GDScript;JavaScript;SQL,GDScript;JavaScript;SQL,4,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,1,Indifferent,Highly distrust,I don’t use AI / Don’t know,Unknown,1,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data;Creating or maintaining documentation,12,Learning new concepts or technologies,1,Unknown,1,"No, Planning Soon",Not at all or minimally,36847,8,,
Emerging Developer,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Not employed,11,Senior,12,Senior,Student,Unknown,Unknown,Unknown,No,No Career Change,United States of America,Assembly;Bash/Shell (all shells);C;C#;C++;GDScript;Go;HTML/CSS;Java;JavaScript;Lisp;Lua;OCaml;Python;Rust;SQL;TypeScript;Zig,Assembly;Bash/Shell (all shells);Elixir;Go;Lisp;Lua;OCaml;Python;Rust;Zig;Gleam,Assembly;Bash/Shell (all shells);Go;Lisp;Lua;OCaml;Python;Rust;Zig,20,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,IntelliJ IDEA;Neovim;Rider;Visual Studio Code,Neovim;Rider,Neovim;Rider,4,Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);DeepSeek (V- General purpose models);Mistral AI models;openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models;Perplexity Sonar models,Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);openAI GPT (chatbot models);openAI Reasoning models;Perplexity Sonar models,Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);openAI GPT (chatbot models);openAI Reasoning models;Perplexity Sonar models,8,5,Favorable,Somewhat distrust,Very poor at complex tasks,Project planning;Writing code;Documenting code;Testing code;Search for answers;Learning new concepts or technologies,6,Debugging or fixing code;Committing and reviewing code,2,Learning about a codebase;Deployment and monitoring;Predictive analytics;Creating or maintaining documentation,4,Generating content or synthetic data,1,"No, no Plans","Yes, somewhat",75410,8,,
Non-Developer (Support/Occasional),55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30,Senior,35,Senior,System administrator,20 to 99 employees,Small,"Internet, Telecomm or Information Services",Yes,No Career Change,Canada,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,8,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL,PostgreSQL,PostgreSQL,4,Amazon Web Services (AWS);Ansible;APT;Composer;Digital Ocean;Docker;Microsoft Azure;npm;Pip;Podman;Terraform,Amazon Web Services (AWS);Ansible;APT;Composer;Digital Ocean;Docker;Microsoft Azure;npm;Pip;Podman;Terraform,Amazon Web Services (AWS);Ansible;APT;Composer;Digital Ocean;Docker;Microsoft Azure;npm;Pip;Podman;Terraform,11,Laravel,Laravel,Laravel,1,Cline and/or Roo;Cursor;Visual Studio Code,Cline and/or Roo;Cursor;Visual Studio Code,Cline and/or Roo;Cursor;Visual Studio Code,3,Anthropic: Claude Sonnet;Meta Llama (all models);openAI GPT (chatbot models);openAI Reasoning models,Anthropic: Claude Sonnet;Meta Llama (all models);openAI GPT (chatbot models);openAI Reasoning models,Anthropic: Claude Sonnet;Meta Llama (all models);openAI GPT (chatbot models);openAI Reasoning models,4,5,Very favorable,Somewhat trust,Neither good nor bad,Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data;Creating or maintaining documentation,11,Unknown,1,Unknown,1,Unknown,1,"Yes, Daily","Yes, somewhat",72229,8,,
Professional Developer,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20,Senior,32,Senior,"Developer, full-stack",100 to 499 employees,Medium,Software Development,No,No Career Change,Germany,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Docker;npm;Yarn,Unknown,Unknown,4,React;Spring Boot,Unknown,Unknown,3,IntelliJ IDEA;PhpStorm,Unknown,Unknown,3,Unknown,Unknown,Unknown,1,5,Very favorable,Neither trust nor distrust,"Good, but not great ",Writing code;Debugging or fixing code,2,Learning about a codebase;Project planning;Deployment and monitoring;Generating content or synthetic data;Learning new concepts or technologies,5,Documenting code;Testing code;Committing and reviewing code;Predictive analytics;Search for answers;Creating or maintaining documentation,6,Unknown,1,"No, no Plans","Yes, somewhat",75410,7,,
Emerging Developer,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11,Senior,15,Senior,Unknown,"Just me - I am a freelancer, sole proprietor, etc.",Micro,Unknown,I'm not sure,Unknown,India,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,1,Unknown,1,Unknown,1,Unknown,Unknown,75410,8,,
